# OpenSignals Text File Format. Version 1
# {"00:07:80:8C:AD:E2": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:8C:AD:E2", "device connection": "BTH00:07:80:8C:AD:E2", "sampling rate": 500, "resolution": [16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-19", "time": "14:56:12.409", "channels": [1], "sensor": ["EMG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["light_blue"]}}
# EndOfHeader
0	0	33076	
1	0	33588	
2	0	32968	
3	0	32528	
4	0	32366	
5	0	32140	
6	0	31908	
7	0	32848	
8	0	33140	
9	0	33376	
10	0	33248	
11	0	33516	
12	0	33084	
13	0	32368	
14	0	32208	
15	0	31928	
16	0	32020	
17	0	32592	
18	0	32732	
19	0	34112	
20	0	33432	
21	0	33328	
22	0	32864	
23	0	32208	
24	0	32220	
25	0	32072	
26	0	32068	
27	0	32604	
28	0	32876	
29	0	33352	
30	0	33440	
31	0	33741	
32	0	33290	
33	0	32452	
34	0	32204	
35	0	32054	
36	0	31924	
37	0	32684	
38	0	32997	
39	0	33352	
40	0	33418	
41	0	33676	
42	0	32936	
43	0	32644	
44	0	32036	
45	0	32318	
46	0	31880	
47	0	32782	
48	0	33036	
49	0	33560	
50	0	33524	
51	0	33548	
52	0	32816	
53	0	32400	
54	0	32332	
55	0	31744	
56	0	31926	
57	0	32900	
58	0	33192	
59	0	33210	
60	0	33472	
61	0	33886	
62	0	32988	
63	0	32420	
64	0	32076	
65	0	32040	
66	0	32156	
67	0	32576	
68	0	33268	
69	0	33120	
70	0	33232	
71	0	33860	
72	0	32738	
73	0	32160	
74	0	32680	
75	0	32120	
76	0	31860	
77	0	32420	
78	0	33276	
79	0	33358	
80	0	33428	
81	0	33568	
